379680,379690,1.0000
407533,406535,0.9976
369320,369353,1.0001
215088,213958,0.9947
451520,451520,1.0000
280082,279950,0.9995
368571,368481,0.9998
347212,347096,0.9997
387400,387292,0.9997
395414,395296,0.9997
391057,391070,1.0000
358704,358664,0.9999
126138,125359,0.9938
310723,310158,0.9982
370426,370453,1.0001
354977,354961,1.0000
316928,316693,0.9993
301945,301680,0.9991
415633,415586,0.9999
303527,303408,0.9996
152530,151608,0.9940
249363,249161,0.9992
236771,236161,0.9974
330632,330537,0.9997
262141,262144,1.0000
458317,458302,1.0000
314808,314989,1.0006
420528,419543,0.9977
408460,408377,0.9998
301145,300624,0.9983
339253,339126,0.9996
254688,253237,0.9943
299740,299594,0.9995
373266,373273,1.0000
330389,330428,1.0001
256439,255757,0.9973
278209,278017,0.9993
293119,293119,1.0000
290415,289068,0.9954
175415,170290,0.9708
268486,267191,0.9952
335203,334997,0.9994
287846,287582,0.9991
543082,543027,0.9999
245989,245916,0.9997
339132,339240,1.0003
278118,278170,1.0002
195913,193883,0.9896
266487,264638,0.9931
260219,260201,0.9999
338632,338512,0.9996
389921,389923,1.0000
292288,290997,0.9956
393183,393183,1.0000
191264,190461,0.9958
287802,285343,0.9915
196517,196188,0.9983
283232,283043,0.9993
339098,338562,0.9984
263275,263207,0.9997
351790,351796,1.0000
278150,277539,0.9978
505391,505424,1.0001
268229,268194,0.9999
321768,321768,1.0000
369995,370029,1.0001
229075,228281,0.9965
244283,244117,0.9993
342893,342810,0.9998
331729,330985,0.9978
361280,361223,0.9998
305519,305332,0.9994
249394,249227,0.9993
323949,323721,0.9993
405988,405732,0.9994
369335,369389,1.0001
198908,196397,0.9874
386418,386466,1.0001
262023,261118,0.9965
229451,228181,0.9945
315595,315616,1.0001
319275,319169,0.9997
287901,287796,0.9996
242457,241524,0.9962
234761,232831,0.9918
303502,303192,0.9990
248436,248181,0.9990
290657,290291,0.9987
387537,387590,1.0001
324274,324197,0.9998
301821,300872,0.9969
204832,203861,0.9953
368055,367855,0.9995
329307,329201,0.9997
273599,274388,1.0029
359303,359263,0.9999
292775,292797,1.0001
396128,396144,1.0000
384128,384139,1.0000
286837,286614,0.9992
195849,196181,1.0017
371101,371027,0.9998
237885,237690,0.9992
320462,320330,0.9996
310271,310239,0.9999
195773,194681,0.9944
386862,386980,1.0003
405317,405134,0.9995
203017,202848,0.9992
291160,290931,0.9992
290775,290292,0.9983
280019,279863,0.9994
328844,328704,0.9996
304591,304462,0.9996
164004,164294,1.0018
300161,299841,0.9989
305950,305941,1.0000
272729,272084,0.9976
267676,267854,1.0007
245304,244901,0.9984
227775,227454,0.9986
280114,280157,1.0002
341549,341439,0.9997
283740,283729,1.0000
314913,314834,0.9997
393881,393889,1.0000
255952,255072,0.9966
271347,271300,0.9998
378501,378475,0.9999
323943,323751,0.9994
241497,237196,0.9822
338498,338170,0.9990
235906,235088,0.9965
364568,363254,0.9964
374439,374458,1.0001
209912,209970,1.0003
315039,314969,0.9998
138598,138579,0.9999
273356,273327,0.9999
392351,392350,1.0000
329873,329909,1.0001
326092,325096,0.9969
330135,330111,0.9999
373835,372807,0.9973
161019,160919,0.9994
302228,301852,0.9988
419206,418993,0.9995
309002,308941,0.9998
387237,385040,0.9943
177947,176909,0.9942
355006,354898,0.9997
304893,304887,1.0000
303259,302982,0.9991
274152,271623,0.9908
395500,394112,0.9965
269959,269769,0.9993
